"";"ID";"Baum-Nr";"Fall";"Fallnummer";"Z_Oeffnung";"Z_laeng";"Z_breit";"DM_Spitz";"DM_max";"DM_mit";"Woel_aufg";"Woel_flach";"Verh_LB";"Asym";"Apo_L";"Apo_B";"Apo_S";"Entf";"Verh_LABA";"Verh_LASA";"Stiel_L";"Baumseite";"Fallgruppe";"Bart";"Region";"Population";"Hakigkeit"
"554";"S_Pmu_5.2";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"co";29,6;19,8;1,89;20,6;11,245;44;34;1,4949494949495;1,29411764705882;5,02;6,6;2,72;2,83;0,760606060606061;1,84558823529412;5,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,563745019920319
"555";"S_Pmu_5.3";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"co";27,3;22,5;2,54;23;12,77;43;32;1,21333333333333;1,34375;4,88;5,86;2,76;2,71;0,832764505119454;1,76811594202899;8,8;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,555327868852459
"556";"S_Pmu_5.4";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"c";31,1;16,6;2,39;18;10,195;41;36;1,87349397590361;1,13888888888889;NA;6,35;NA;3,24;NA;NA;6,5;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";NA
"557";"S_Pmu_5.5";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"o";35,9;36,3;2,11;37,3;19,705;59;52;0,988980716253444;1,13461538461538;5,84;6,31;3,51;3,24;0,925515055467512;1,66381766381766;5,9;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,554794520547945
"558";"S_Pmu_5.6";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"o";37,7;35,3;2,78;36,4;19,59;59;50;1,06798866855524;1,18;5,53;6,56;3,63;3,39;0,842987804878049;1,52341597796143;5,8;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,613019891500904
"559";"S_Pmu_5.7";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"o";30,2;35,5;2,89;36,2;19,545;57;41;0,850704225352113;1,39024390243902;4,84;5,78;3,22;3,38;0,837370242214533;1,50310559006211;5,9;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,698347107438017
"560";"S_Pmu_5.8";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"co";24,3;18,3;2,82;19,3;11,06;38;29;1,32786885245902;1,31034482758621;4,22;5,68;2,88;2,79;0,742957746478873;1,46527777777778;4,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,661137440758294
"561";"S_Pmu_6.1";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"c";27,7;14,6;2,74;15,6;9,17;43;25;1,8972602739726;1,72;NA;5,47;NA;2,47;NA;NA;1,4;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";NA
"562";"S_Pmu_6.2";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";41;38,3;2,35;39,8;21,075;71;44;1,07049608355091;1,61363636363636;5,28;6,65;3,24;3,38;0,793984962406015;1,62962962962963;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,640151515151515
"563";"S_Pmu_6.3";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";32,3;29,4;2,67;30,1;16,385;61;34;1,09863945578231;1,79411764705882;5,02;6,06;1,97;2,45;0,828382838283828;2,54822335025381;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,48804780876494
"564";"S_Pmu_6.4";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";36,8;34,9;2,01;36,1;19,055;76;33;1,05444126074499;2,3030303030303;4,6;7,05;3,99;4;0,652482269503546;1,15288220551378;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,869565217391304
"565";"S_Pmu_6.5";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";30,9;30,5;1,98;31,5;16,74;57;38;1,01311475409836;1,5;4,22;5,57;2,27;2,38;0,757630161579892;1,85903083700441;1;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,563981042654028
"566";"S_Pmu_6.6";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";35,3;32,4;2,36;33,3;17,83;71;34;1,08950617283951;2,08823529411765;4,99;7,02;2,34;2,9;0,710826210826211;2,13247863247863;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,581162324649299
"567";"S_Pmu_6.7";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";31,7;27,9;2,57;29,7;16,135;54;35;1,13620071684588;1,54285714285714;3,88;5,94;2,33;2,3;0,653198653198653;1,66523605150215;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,592783505154639
"568";"S_Pmu_6.8";40;"S./P.m.ssp.u. 6";"S./P.u. 6";"o";31,5;25,9;2,12;26,4;14,26;56;31;1,21621621621622;1,80645161290323;4,24;5,29;2,72;2,53;0,801512287334594;1,55882352941176;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,596698113207547
"569";"S_Pmu_7.1";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";23,4;27,8;1,99;29,2;15,595;43;35;0,841726618705036;1,22857142857143;4,61;6,84;2,91;2,71;0,673976608187135;1,58419243986254;2,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,587852494577007
"570";"S_Pmu_7.2";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";20,2;19,3;1,89;20,5;11,195;45;21;1,04663212435233;2,14285714285714;3,45;5,62;3,05;2,77;0,613879003558719;1,13114754098361;4,3;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,802898550724638
"571";"S_Pmu_7.3";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";15,5;21,4;1,75;23;12,375;36;27;0,724299065420561;1,33333333333333;3,42;7,08;2,91;2,95;0,483050847457627;1,17525773195876;4,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,862573099415205
"572";"S_Pmu_7.4";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";19,5;27;1,47;28,1;14,785;43;28;0,722222222222222;1,53571428571429;4,12;6,67;2,7;2,56;0,617691154422789;1,52592592592593;4,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,621359223300971
"573";"S_Pmu_7.5";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";22,6;23,4;1,83;24,3;13,065;43;31;0,965811965811966;1,38709677419355;4,09;5,61;2,54;2,46;0,729055258467023;1,61023622047244;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,601466992665037
"574";"S_Pmu_7.6";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";23,6;24,3;1,7;25,3;13,5;39;32;0,97119341563786;1,21875;3,69;5,6;2,7;2,81;0,658928571428571;1,36666666666667;2,91;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,761517615176152
"575";"S_Pmu_7.7";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";23;29,6;2,66;24,6;13,63;37;32;0,777027027027027;1,15625;4,2;5,75;2,18;2,34;0,730434782608696;1,92660550458716;4,5;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,557142857142857
"576";"S_Pmu_7.8";41;"S./P.m.ssp.u. 7";"S./P.u. 7";"o";25,4;30,8;1,53;31,5;16,515;47;37;0,824675324675325;1,27027027027027;3,94;6,09;2,49;2,44;0,64696223316913;1,58232931726908;4,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,619289340101523
"577";"S_Pmu_8.1";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";26,2;28,6;3;29,7;16,35;46;34;0,916083916083916;1,35294117647059;4,17;5,46;2,75;3;0,763736263736264;1,51636363636364;2,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,719424460431655
"578";"S_Pmu_8.2";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";27;28,7;2,55;29,5;16,025;46;43;0,940766550522648;1,06976744186047;4,93;6,5;3,62;2,78;0,758461538461538;1,36187845303867;3,6;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,563894523326572
"579";"S_Pmu_8.3";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";32;33,9;2,79;35,1;18,945;60;40;0,943952802359882;1,5;5,21;6,62;4,12;4,44;0,787009063444109;1,26456310679612;3,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,852207293666027
"580";"S_Pmu_8.4";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";25,4;23,9;2,07;25,4;13,735;39;28;1,06276150627615;1,39285714285714;5,02;5,66;3,9;3,58;0,886925795053003;1,28717948717949;4,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,713147410358566
"581";"S_Pmu_8.5";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";26;30,4;2,01;31,5;16,755;51;35;0,855263157894737;1,45714285714286;5,7;6,73;3,63;3,38;0,846953937592868;1,5702479338843;3,5;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,592982456140351
"582";"S_Pmu_8.6";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";29,4;29,1;3,06;30,4;16,73;50;33;1,01030927835052;1,51515151515152;5,61;6,41;3,89;3,73;0,875195007800312;1,44215938303342;2,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,664884135472371
"583";"S_Pmu_8.7";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";28,2;32;1,98;33,7;17,84;58;34;0,88125;1,70588235294118;5,42;7,23;4,19;4,34;0,749654218533887;1,29355608591885;2,4;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,800738007380074
"584";"S_Pmu_8.8";42;"S./P.m.ssp.u. 8";"S./P.u. 8";"o";27,6;27;2,51;28,9;15,705;53;32;1,02222222222222;1,65625;5,18;6,63;3,87;4,18;0,781297134238311;1,33850129198966;1;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,806949806949807
"585";"S_Pmu_9.1";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";51,9;53,6;2,64;54,4;28,52;104;57;0,968283582089552;1,82456140350877;7,7;9;4,77;5,95;0,855555555555556;1,61425576519916;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,772727272727273
"586";"S_Pmu_9.2";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";33,4;32;3,27;33;18,135;63;38;1,04375;1,65789473684211;6,9;6,27;3,26;2,64;1,10047846889952;2,11656441717791;4,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,382608695652174
"587";"S_Pmu_9.3";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";35,3;37;1,8;38,5;20,15;70;38;0,954054054054054;1,84210526315789;7,15;6,12;3,5;2,91;1,16830065359477;2,04285714285714;2,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,406993006993007
"588";"S_Pmu_9.4";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";43,7;37,2;2,64;38,5;20,57;78;57;1,1747311827957;1,36842105263158;5,85;8,32;5,12;4,99;0,703125;1,142578125;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,852991452991453
"589";"S_Pmu_9.5";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";35,4;39,5;2,44;41,4;21,92;68;51;0,89620253164557;1,33333333333333;5,92;6,49;3,49;3,65;0,912172573189522;1,69627507163324;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,616554054054054
"590";"S_Pmu_9.6";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";44,7;41,1;2,51;43,4;22,955;82;51;1,08759124087591;1,6078431372549;7,07;8,73;3,51;3,83;0,809851088201604;2,01424501424501;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,541725601131542
"591";"S_Pmu_9.7";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";45,1;43,5;2,51;44,7;23,605;73;61;1,0367816091954;1,19672131147541;6,03;8,01;2,98;2,98;0,752808988764045;2,02348993288591;2;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,494195688225539
"592";"S_Pmu_9.8";43;"S./P.m.ssp.u. 9";"S./P.u. 9";"o";38,1;40;2,01;41;21,505;82;40;0,9525;2,05;6,93;8,16;4,5;4,41;0,849264705882353;1,54;1,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,636363636363636
