"";"ID";"Baum-Nr";"Fall";"Fallnummer";"Z_Oeffnung";"Z_laeng";"Z_breit";"DM_Spitz";"DM_max";"DM_mit";"Woel_aufg";"Woel_flach";"Verh_LB";"Asym";"Apo_L";"Apo_B";"Apo_S";"Entf";"Verh_LABA";"Verh_LASA";"Stiel_L";"Baumseite";"Fallgruppe";"Bart";"Region";"Population";"Hakigkeit"
"475";"S_Pmu_14.3";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";32,1;32,2;3,04;33;18,02;50;43;0,996894409937888;1,16279069767442;5,06;5,52;3,1;3,78;0,916666666666667;1,63225806451613;1,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,74703557312253
"476";"S_Pmu_14.4";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";29,1;24,8;2,37;25,9;14,135;59;27;1,17338709677419;2,18518518518519;6,16;6,37;3,64;3,47;0,967032967032967;1,69230769230769;3,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,563311688311688
"477";"S_Pmu_14.5";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";25,7;31,3;2,32;32,5;17,41;51;41;0,821086261980831;1,24390243902439;5,16;6,81;3,5;2,82;0,757709251101322;1,47428571428571;2,5;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,546511627906977
"478";"S_Pmu_14.6";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";33,1;39,1;1,7;40,9;21,3;67;46;0,846547314578005;1,45652173913043;6,29;8,18;4,05;4,47;0,768948655256724;1,55308641975309;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,710651828298887
"479";"S_Pmu_14.7";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";25,2;33,7;1,75;34,3;18,025;51;40;0,747774480712166;1,275;5,58;6,15;3,31;2,96;0,907317073170732;1,68580060422961;1,9;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,530465949820789
"480";"S_Pmu_14.8";48;"S./P.m.ssp.u. 14";"S./P.u. 14";"o";30,2;32,9;2,19;34,2;18,195;54;46;0,917933130699088;1,17391304347826;4,12;8,18;1,95;2,38;0,503667481662592;2,11282051282051;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,577669902912621
"481";"S_Pmu_15.1";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";30,4;29,9;2,42;32,2;17,31;53;39;1,01672240802676;1,35897435897436;5,83;7,07;3,34;2,88;0,824611032531825;1,74550898203593;2,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,493996569468268
"482";"S_Pmu_15.2";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";24,7;27,5;1,87;28,6;15,235;45;34;0,898181818181818;1,32352941176471;5,08;6,93;3,38;3,12;0,733044733044733;1,50295857988166;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,614173228346457
"483";"S_Pmu_15.3";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";23,4;25,6;2,02;26,4;14,21;46;27;0,9140625;1,7037037037037;4,2;7,19;3,22;2,97;0,584144645340751;1,30434782608696;4,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,707142857142857
"484";"S_Pmu_15.4";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";40,8;38,1;2,24;39;20,62;66;56;1,07086614173228;1,17857142857143;5,6;7,61;3,43;3,82;0,735873850197109;1,63265306122449;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,682142857142857
"485";"S_Pmu_15.5";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";31,8;34,7;2,75;35,2;18,975;60;46;0,9164265129683;1,30434782608696;5,61;7,17;2,77;3,13;0,782426778242678;2,02527075812274;4,3;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,557932263814617
"486";"S_Pmu_15.6";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";36,7;34,4;3,16;36,2;19,68;75;41;1,06686046511628;1,82926829268293;5,83;7,72;3,67;3,45;0,755181347150259;1,58855585831063;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,591766723842196
"487";"S_Pmu_15.7";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";33,4;32,6;2,15;33,8;17,975;65;33;1,02453987730061;1,96969696969697;4,19;6,89;3,85;3,71;0,608127721335269;1,08831168831169;2,9;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,885441527446301
"488";"S_Pmu_15.8";49;"S./P.m.ssp.u. 15";"S./P.u. 15";"o";31,1;27,5;2,67;28,6;15,635;55;36;1,13090909090909;1,52777777777778;4,92;6,37;3,82;3,59;0,772370486656201;1,28795811518325;1,5;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,729674796747967
"489";"S_Pmu_16.1";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";18,8;20,2;1,64;21,4;11,52;39;19;0,930693069306931;2,05263157894737;4,03;6,3;2,74;2,5;0,63968253968254;1,47080291970803;3,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,620347394540943
"490";"S_Pmu_16.2";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";25,8;20,5;2,17;21,7;11,935;40;36;1,25853658536585;1,11111111111111;3,26;5,1;2,29;2,27;0,63921568627451;1,4235807860262;3,4;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,696319018404908
"491";"S_Pmu_16.3";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";27,4;24,8;2,89;25,4;14,145;43;29;1,10483870967742;1,48275862068966;3,43;5,5;2,45;2,59;0,623636363636364;1,4;2,4;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,755102040816326
"492";"S_Pmu_16.4";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";24,2;23,5;1,62;24,7;13,16;45;21;1,02978723404255;2,14285714285714;3,94;4,98;2,72;2,68;0,791164658634538;1,44852941176471;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,680203045685279
"493";"S_Pmu_16.5";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";33,3;30,7;2,44;31,2;16,82;53;37;1,08469055374593;1,43243243243243;5,02;7;2,56;2,7;0,717142857142857;1,9609375;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,537848605577689
"494";"S_Pmu_16.6";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";28,4;25,3;2,22;26,3;14,26;41;36;1,12252964426877;1,13888888888889;3,61;5,71;2,26;2,7;0,632224168126094;1,59734513274336;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,74792243767313
"495";"S_Pmu_16.7";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";25,9;23;2,28;24;13,14;39;32;1,12608695652174;1,21875;3,1;5,71;2,8;1,97;0,542907180385289;1,10714285714286;2,2;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,635483870967742
"496";"S_Pmu_16.8";50;"S./P.m.ssp.u. 16";"S./P.u. 16";"o";31,5;27,2;1,84;28,4;15,12;53;34;1,15808823529412;1,55882352941176;4,89;7,15;2,42;2,5;0,683916083916084;2,02066115702479;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,511247443762781
"497";"S_Pmu_17.1";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";31;34,8;2,95;35,2;19,075;53;42;0,89080459770115;1,26190476190476;6,02;6,41;2,86;2,68;0,939157566302652;2,10489510489511;9,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,445182724252492
"498";"S_Pmu_17.2";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";30,2;34,5;2,52;35,3;18,91;51;44;0,87536231884058;1,15909090909091;5,14;5,7;2,44;3,11;0,901754385964912;2,10655737704918;9,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,605058365758755
"499";"S_Pmu_17.3";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";28,7;33,6;1,5;34,3;17,9;49;45;0,854166666666667;1,08888888888889;4,89;6,25;3,07;2,9;0,7824;1,5928338762215;9,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,593047034764826
"500";"S_Pmu_17.4";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";28;28,9;2,36;29,9;16,13;48;38;0,968858131487889;1,26315789473684;5,03;5,16;2,26;2,72;0,974806201550388;2,22566371681416;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,540755467196819
"501";"S_Pmu_17.5";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";43,2;44,3;2,58;45,4;23,99;67;62;0,975169300225734;1,08064516129032;7,07;7,96;3,09;3,17;0,888190954773869;2,28802588996764;9,8;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,448373408769448
"502";"S_Pmu_17.6";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";35,7;37,5;2,88;38,6;20,74;53;52;0,952;1,01923076923077;5,46;6,43;3,03;2,85;0,849144634525661;1,8019801980198;5,7;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,521978021978022
"503";"S_Pmu_17.7";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";42,2;45,4;2,95;46;24,475;64;62;0,929515418502203;1,03225806451613;6,21;7,9;3,24;3,32;0,786075949367089;1,91666666666667;11,3;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,534621578099839
"504";"S_Pmu_17.8";51;"S./P.m.ssp.u. 17";"S./P.u. 17";"o";38,3;40;3,89;40,8;22,345;67;62;0,9575;1,08064516129032;6,23;7,69;3;3,81;0,810143042912874;2,07666666666667;2,4;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,611556982343499
"505";"S_Pmu_18.1";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";31,7;29,4;1,92;30,1;16,01;52;47;1,07823129251701;1,1063829787234;5,87;5,87;4,08;2,6;1;1,43872549019608;1,8;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,442930153321976
"506";"S_Pmu_18.2";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";30,7;30,9;1,89;32;16,945;53;41;0,993527508090615;1,29268292682927;4,82;6,92;4,13;4,15;0,696531791907514;1,16707021791768;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,860995850622407
"507";"S_Pmu_18.3";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";37,2;36;2,98;38,5;20,74;86;46;1,03333333333333;1,8695652173913;5,99;7,12;3,27;3,2;0,841292134831461;1,83180428134557;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,534223706176962
"508";"S_Pmu_18.4";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";25,3;25,7;1,77;27,3;14,535;38;34;0,98443579766537;1,11764705882353;4,19;7,03;2,4;2,3;0,59601706970128;1,74583333333333;5,2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,548926014319809
"509";"S_Pmu_18.5";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";41,3;39,6;2,7;40,9;21,8;73;47;1,04292929292929;1,5531914893617;5,89;5,88;4,33;4,82;1,00170068027211;1,36027713625866;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,818336162988116
"510";"S_Pmu_18.6";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";42,8;38,4;3,16;39;21,08;76;40;1,11458333333333;1,9;5,08;6,74;4,02;4,26;0,753709198813056;1,2636815920398;2,1;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,838582677165354
"511";"S_Pmu_18.7";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";40,9;40,4;2,6;41,4;22;74;53;1,01237623762376;1,39622641509434;5,12;8,06;4,47;4,26;0,635235732009926;1,14541387024609;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,83203125
"512";"S_Pmu_18.8";52;"S./P.m.ssp.u. 18";"S./P.u. 18";"o";41,1;40,7;2,4;41,7;22,05;75;48;1,00982800982801;1,5625;5,16;7,75;2,7;4,34;0,665806451612903;1,91111111111111;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,841085271317829
"513";"S_Pmu_19.1";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"oc";38,2;32,2;3,92;34,3;19,11;58;50;1,18633540372671;1,16;6,89;6,9;3,89;3,42;0,998550724637681;1,77120822622108;5,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,496371552975327
"514";"S_Pmu_19.2";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"oc";28,1;21,9;3,42;22,2;12,81;39;35;1,28310502283105;1,11428571428571;5,22;5,21;3,12;3,34;1,00191938579655;1,67307692307692;4,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,639846743295019
"515";"S_Pmu_19.3";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"oc";43,3;29,5;2,88;30,2;16,54;62;51;1,46779661016949;1,2156862745098;6,88;7,23;4,03;3,82;0,951590594744122;1,70719602977667;5,6;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,555232558139535
"516";"S_Pmu_19.4";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"oc";41,2;39,8;1,95;40,8;21,375;69;50;1,03517587939698;1,38;6,19;6,95;3,82;4,01;0,890647482014388;1,62041884816754;6,5;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,647819063004846
"517";"S_Pmu_19.5";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"co";36,5;23,4;3,63;24,2;13,915;52;40;1,55982905982906;1,3;6,75;6,22;4,18;4,28;1,08520900321543;1,61483253588517;4,1;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,634074074074074
"518";"S_Pmu_19.6";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"o";37,1;32,6;4,37;34,5;19,435;60;38;1,13803680981595;1,57894736842105;6,8;6,68;3,56;3,77;1,01796407185629;1,91011235955056;5,5;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,554411764705882
"519";"S_Pmu_19.7";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"co";27,6;18,6;4,04;19,1;11,57;38;35;1,48387096774194;1,08571428571429;5,7;5,65;2,95;3,51;1,00884955752212;1,93220338983051;3,4;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,61578947368421
"520";"S_Pmu_19.8";53;"S./P.m.ssp.u. 19";"S./P.u. 19";"co";37,5;23,9;4,14;25,8;14,97;50;41;1,56903765690377;1,21951219512195;5,86;7,08;4,02;4,41;0,827683615819209;1,45771144278607;3,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,752559726962457
"521";"S_Pmu_2.1";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";29,7;30,6;3;32,1;17,55;59;42;0,970588235294118;1,4047619047619;4,83;5,97;2,52;3,24;0,809045226130653;1,91666666666667;2,4;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,670807453416149
"522";"S_Pmu_2.2";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";33,5;29,2;3,04;29,8;16,42;64;32;1,1472602739726;2;5,03;6,96;3,09;3,48;0,722701149425287;1,62783171521036;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,691848906560636
"523";"S_Pmu_2.3";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";35,7;36,1;2,43;38,2;20,315;63;48;0,988919667590028;1,3125;5,17;6,61;3,12;3,48;0,7821482602118;1,65705128205128;0,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,673114119922631
"524";"S_Pmu_2.4";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"oc";30,2;27;2,44;29,3;15,87;48;43;1,11851851851852;1,11627906976744;5,26;5,84;2,43;2,47;0,900684931506849;2,16460905349794;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,46958174904943
"525";"S_Pmu_2.5";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";43,8;35,8;1,99;36,9;19,445;66;56;1,22346368715084;1,17857142857143;5,44;6,75;3;3,54;0,805925925925926;1,81333333333333;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,650735294117647
"526";"S_Pmu_2.6";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";32;30,3;2,45;32,1;17,275;62;36;1,05610561056106;1,72222222222222;5,03;5,56;2,84;4,22;0,904676258992806;1,77112676056338;2,1;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,8389662027833
"527";"S_Pmu_2.7";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";24,8;23,7;2,71;25,5;14,105;46;27;1,0464135021097;1,7037037037037;5,08;5,61;3,31;3,36;0,905525846702317;1,53474320241692;1,4;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,661417322834646
"528";"S_Pmu_2.8";36;"S./P.m.ssp.u. 2";"S./P.u. 2";"o";28,9;30,1;2,56;31,4;16,98;53;41;0,960132890365448;1,29268292682927;5,76;5,79;3,09;2,69;0,994818652849741;1,86407766990291;1,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,467013888888889
"529";"S_Pmu_20.1";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";47,2;39,3;2,04;42,8;22,42;86;47;1,20101781170483;1,82978723404255;6,26;8,06;3,56;3,77;0,77667493796526;1,75842696629213;1,9;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,60223642172524
"530";"S_Pmu_20.2";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";29,9;37,4;2,8;38,5;20,65;61;44;0,799465240641711;1,38636363636364;5,29;7,6;3,03;3,44;0,696052631578947;1,74587458745875;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,650283553875236
"531";"S_Pmu_20.3";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";42,1;45,2;2,48;47,1;24,79;75;53;0,93141592920354;1,41509433962264;5,97;7,6;3,45;3,96;0,785526315789474;1,7304347826087;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,663316582914573
"532";"S_Pmu_20.4";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";40,6;41,9;2,21;43,2;22,705;66;60;0,968973747016706;1,1;6,24;8,64;3,06;3,74;0,722222222222222;2,03921568627451;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,599358974358974
"533";"S_Pmu_20.5";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";34,8;39;3,5;40,3;21,9;62;44;0,892307692307692;1,40909090909091;6,14;7,79;2,88;3,38;0,788189987163029;2,13194444444444;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,550488599348534
"534";"S_Pmu_20.6";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";44,3;46,2;2,87;47;24,935;82;52;0,958874458874459;1,57692307692308;5,95;9,26;4,32;4,88;0,642548596112311;1,37731481481481;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,820168067226891
"535";"S_Pmu_20.7";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";37,1;38,2;2,72;40,3;21,51;80;40;0,971204188481675;2;5,06;7,29;3,29;4,24;0,694101508916324;1,53799392097264;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,837944664031621
"536";"S_Pmu_20.8";54;"S./P.m.ssp.u. 20";"S./P.u. 20";"o";38,5;40,3;3,4;42,2;22,8;83;41;0,955334987593052;2,02439024390244;6,61;6,96;4,04;3,08;0,949712643678161;1,63613861386139;2,7;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,465960665658094
"537";"S_Pmu_3.1";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";24,6;21,5;2,1;22,7;12,4;44;27;1,14418604651163;1,62962962962963;4,81;5,49;2,24;2,37;0,876138433515483;2,14732142857143;6,8;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,492723492723493
"538";"S_Pmu_3.2";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";29,8;31,7;1,46;33,3;17,38;61;36;0,94006309148265;1,69444444444444;5,72;6,04;2,83;2,92;0,947019867549669;2,02120141342756;NA;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,510489510489511
"539";"S_Pmu_3.3";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";20,1;26;1,81;27,9;14,855;41;35;0,773076923076923;1,17142857142857;4,28;5,87;2,66;2,63;0,729131175468484;1,60902255639098;0,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,614485981308411
"540";"S_Pmu_3.4";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"c";24,7;13,3;3,38;13,9;8,64;32;24;1,85714285714286;1,33333333333333;NA;3,8;NA;3,12;NA;NA;2,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";NA
"541";"S_Pmu_3.5";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";32,6;33,9;2,15;35;18,575;62;43;0,96165191740413;1,44186046511628;6,03;6,83;3,61;3,77;0,882869692532943;1,67036011080332;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,625207296849088
"542";"S_Pmu_3.6";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";29,6;29,8;2,31;30,4;16,355;56;34;0,993288590604027;1,64705882352941;5,36;6,33;2,47;2,65;0,846761453396525;2,17004048582996;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,494402985074627
"543";"S_Pmu_3.7";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";25,9;31,7;1,68;34,4;18,04;47;39;0,817034700315457;1,20512820512821;4,33;6,01;2,55;2,18;0,720465890183028;1,69803921568627;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,503464203233256
"544";"S_Pmu_3.8";37;"S./P.m.ssp.u. 3";"S./P.u. 3";"o";24,3;23,5;2,02;35,7;18,86;46;27;1,03404255319149;1,7037037037037;3,8;6,13;2,27;3,3;0,619902120717781;1,67400881057269;NA;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,868421052631579
"545";"S_Pmu_4.1";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";30,1;31,4;2,3;33;17,65;53;38;0,95859872611465;1,39473684210526;4,65;6,81;3,44;2,81;0,682819383259912;1,35174418604651;2;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,604301075268817
"546";"S_Pmu_4.2";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";36,5;32;3,94;32,7;18,32;60;49;1,140625;1,22448979591837;4,96;6,62;2,82;2,82;0,749244712990937;1,75886524822695;1,5;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,568548387096774
"547";"S_Pmu_4.3";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";38;36,5;3,45;38;20,725;67;52;1,04109589041096;1,28846153846154;5,61;6,87;2,98;3,12;0,816593886462882;1,88255033557047;0,7;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,556149732620321
"548";"S_Pmu_4.4";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";43,8;39,3;3,9;40,5;22,2;65;62;1,11450381679389;1,04838709677419;4,2;7,19;3,03;3,44;0,584144645340751;1,38613861386139;1,1;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,819047619047619
"549";"S_Pmu_4.5";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";39,5;35,3;3,59;37;20,295;66;54;1,11898016997167;1,22222222222222;4,28;7,33;3,1;2,82;0,583901773533424;1,38064516129032;0,7;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,658878504672897
"550";"S_Pmu_4.6";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";32,8;35,2;2,05;36,8;19,425;55;52;0,931818181818182;1,05769230769231;5,03;6,75;3,47;3,18;0,745185185185185;1,44956772334294;2,15;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,63220675944334
"551";"S_Pmu_4.7";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";37,6;33;3,27;35,6;19,435;61;51;1,13939393939394;1,19607843137255;4,93;6,35;3,15;2,97;0,776377952755905;1,56507936507937;0,9;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,602434077079108
"552";"S_Pmu_4.8";38;"S./P.m.ssp.u. 4";"S./P.u. 4";"o";31,7;30,9;3,12;32;17,56;53;41;1,02588996763754;1,29268292682927;4,28;5,94;2,55;3,04;0,72053872053872;1,67843137254902;3,6;"n";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,710280373831776
"553";"S_Pmu_5.1";39;"S./P.m.ssp.u. 5";"S./P.u. 5";"co";31,2;26,5;2,35;27,8;15,075;50;38;1,17735849056604;1,31578947368421;4,88;7,45;4,21;3,59;0,65503355704698;1,15914489311164;5,5;"s";"S./P.m.ssp.u.";"P.m.ssp.u.";"S";"P.m.ssp.u./S";0,735655737704918
